0.000127,2.6e-05
0.001133,2.5e-05
0.000168,2.4e-05
0.000102,2.5e-05
9.9e-05,2.6e-05
0.000148,2.6e-05
9.1e-05,2.5e-05
0.000135,2.5e-05
7.8e-05,2.4e-05
0.000132,2.7e-05
7.7e-05,3.1e-05
7.9e-05,3.2e-05
6.9e-05,2.6e-05
0.000144,3e-05
7.6e-05,3.4e-05
7.6e-05,3e-05
0.00015,3.3e-05
8.5e-05,4.3e-05
0.00021,7.5e-05
0.000141,0.000152
0.000263,3.3e-05
8.2e-05,3.2e-05
7.1e-05,3.1e-05
0.000137,2.9e-05
6.6e-05,2.8e-05
0.000124,3.1e-05
6.3e-05,2.7e-05
0.000126,2.7e-05
6.6e-05,2.7e-05
6.2e-05,2.6e-05
0.000121,2.7e-05
6.6e-05,2.7e-05
0.000125,2.6e-05
6.5e-05,2.8e-05
6.3e-05,2.7e-05
6.5e-05,2.6e-05
0.000121,2.6e-05
7e-05,2.8e-05
0.000126,3e-05
6.7e-05,3e-05
0.00013,3.1e-05
6.7e-05,2.9e-05
6.9e-05,3e-05
0.000209,3.3e-05
0.00022,4.4e-05
0.000515,4.2e-05
7.7e-05,3.7e-05
0.000148,3.5e-05
0.000198,3.5e-05
0.00013,3.4e-05
0.000133,3.2e-05
0.000129,3.4e-05
0.000125,3e-05
0.000181,2.9e-05
0.000131,3e-05
0.000132,3.6e-05
6.5e-05,3.3e-05
0.000185,3.6e-05
0.000184,3.2e-05
0.000122,2.9e-05
7e-05,3.2e-05
0.000183,3.2e-05
0.000125,3.1e-05
0.000216,3.1e-05
0.000184,2.9e-05
7.3e-05,3.1e-05
0.000185,3.2e-05
0.000134,3.2e-05
0.000135,3.4e-05
0.000133,3.3e-05
0.00013,3.3e-05
0.00019,3.2e-05
0.000131,3.1e-05
0.000135,3.4e-05
7.3e-05,3.2e-05
0.000186,3.3e-05
0.000199,3.7e-05
0.00013,3.8e-05
0.000139,4e-05
0.000158,4e-05
0.000143,4e-05
0.000209,3.5e-05
0.000137,0.000159
0.000144,3.6e-05
0.000138,3.5e-05
0.00013,3.6e-05
0.000189,3.7e-05
0.000294,4.3e-05
0.000143,4.1e-05
0.000153,3.9e-05
0.000212,4.8e-05
0.000137,3.9e-05
7.4e-05,3.2e-05
0.000197,3.6e-05
0.000139,3.6e-05
0.000189,4.1e-05
0.000139,3.5e-05
7.5e-05,3.9e-05
0.000135,3.5e-05
0.00019,3.7e-05
0.00015,0.000216
0.000153,4.5e-05
0.000156,4.6e-05
0.00022,4.7e-05
0.000222,0.000106
0.000458,0.000119
0.000136,6.3e-05
0.000309,6.7e-05
0.00019,7.3e-05
0.000167,5.1e-05
0.00016,5.4e-05
0.000146,4.4e-05
0.000144,4.4e-05
0.000203,4e-05
0.00016,9.7e-05
0.000136,4.7e-05
0.000145,4.8e-05
0.00013,4.5e-05
0.000189,3.8e-05
0.000127,3.9e-05
7.7e-05,4.2e-05
0.000214,4.2e-05
0.000159,5e-05
0.000196,5.5e-05
9e-05,4.5e-05
0.000143,4.2e-05
0.00013,4.3e-05
0.0002,3.7e-05
0.000148,5.2e-05
0.000139,4e-05
0.000417,5.1e-05
0.000375,7.1e-05
0.000166,5.3e-05
0.00016,4.9e-05
0.000169,5.6e-05
0.000182,5.1e-05
0.000229,5.2e-05
0.00015,4.9e-05
0.000165,5.1e-05
0.000154,4.7e-05
0.000157,4.8e-05
0.000215,9.3e-05
0.000102,6.5e-05
0.000252,7e-05
0.000177,4.9e-05
0.000144,5e-05
0.000243,0.00025
0.000102,7.2e-05
0.000197,7.5e-05
0.000219,4.3e-05
0.000148,4.5e-05
0.000149,5.9e-05
0.000102,5.9e-05
0.00016,6.8e-05
0.000147,4.4e-05
0.00013,4.3e-05
8e-05,6.1e-05
0.000193,7.2e-05
0.000188,5.4e-05
0.000159,5.2e-05
0.000143,5.2e-05
0.000131,6.8e-05
0.000158,6.3e-05
0.000207,0.000186
0.000518,0.000258
0.000202,0.000183
0.0004,0.000195
0.000404,0.000179
0.00034,0.000197
0.000578,0.000357
0.000175,0.000136
0.000265,0.000105
0.000666,8.2e-05
0.000246,5.5e-05
9e-05,5.2e-05
0.000148,4.8e-05
0.000136,4.8e-05
0.000131,4.5e-05
0.000132,4.4e-05
7.4e-05,4.5e-05
0.000124,4.2e-05
0.000127,4.4e-05
0.00013,4.1e-05
0.000123,4.5e-05
6.8e-05,4.3e-05
0.000153,7.5e-05
0.00012,4.1e-05
0.000121,3.8e-05
7e-05,3.8e-05
0.000122,3.8e-05
0.000123,4.1e-05
0.000121,3.7e-05
0.000122,3.9e-05
6.3e-05,3.8e-05
0.000123,3.7e-05
0.000119,3.6e-05
0.000119,3.6e-05
6.1e-05,3.6e-05
0.000118,3.5e-05
0.000118,3.5e-05
0.00012,3.5e-05
0.000118,3.6e-05
6.6e-05,3.5e-05
0.000118,3.2e-05
0.000122,3.4e-05
0.000117,3.3e-05
6.3e-05,3.4e-05
0.000133,3.4e-05
0.00012,4.9e-05
0.000119,3.3e-05
0.000118,3.3e-05
6.3e-05,3.5e-05
0.000119,3.1e-05
0.000116,3.3e-05
0.000258,3.3e-05
0.000123,3.7e-05
6.3e-05,3.3e-05
0.00012,3.2e-05
